,num_neighbors,nearest_neighbor_dist,average_dist,metal_atomic_number,metal_atomic_radius_rahm,metal_atomic_radius,metal_atomic_volume,metal_covalent_radius_cordero,metal_electron_affinity,metal_electronegativity_allen,metal_electronegativity_mulliken,metal_electrophilicity,metal_hardness,metal_mendeleev_number,metal_nvalence,metal_proton_affinity,metal_softness,metal_vdw_radius,metal_oxistate,metal_ion_energy_1,metal_ion_energy_2,metal_ion_energy_3,closest_neighbor_atomic_number,closest_neighbor_atomic_radius_rahm,closest_neighbor_atomic_radius,closest_neighbor_atomic_volume,closest_neighbor_covalent_radius_cordero,closest_neighbor_electron_affinity,closest_neighbor_electronegativity_allen,closest_neighbor_electronegativity_mulliken,closest_neighbor_electrophilicity,closest_neighbor_hardness,closest_neighbor_mendeleev_number,closest_neighbor_nvalence,closest_neighbor_proton_affinity,closest_neighbor_softness,closest_neighbor_vdw_radius,closest_neighbor_oxistate,closest_neighbor_ion_energy_1,closest_neighbor_ion_energy_2,closest_neighbor_ion_energy_3
10,5,71.90173851575997,74.23609945169662,39,274.0,180.0,19.8,190.0,0.307,6.631,3.26213,0.9002558378903806,2.9551299999999996,12,3,967.0,0.16919729419687124,231.99999999999997,3,6.21726,12.224,20.52441,7,179.0,65.0,17.3,71.0,-1.4,18.13,6.5670649999999995,1.353269450990578,7.967065,93,5,342.2,0.06275836835773274,155.0,-3,14.53413,29.60125,47.4453
11,12,74.89827554948262,77.55892359793526,39,274.0,180.0,19.8,190.0,0.307,6.631,3.26213,0.9002558378903806,2.9551299999999996,12,3,967.0,0.16919729419687124,231.99999999999997,3,6.21726,12.224,20.52441,6,190.0,70.0,5.3,73.0,1.262119,15.05,6.2612075,1.960493365843406,4.9990885,87,4,,0.10001823332393495,170.0,-4,11.260296,24.3845,47.88778
12,5,91.46614785525432,93.79451507580391,21,263.0,160.0,15.0,170.0,0.188,7.042000000000001,3.374745,0.8934589851890408,3.186745,11,3,914.0,0.15689990884115296,215.0,3,6.56149,12.79977,24.756838,6,190.0,70.0,5.3,73.0,1.262119,15.05,6.2612075,1.960493365843406,4.9990885,87,4,,0.10001823332393495,170.0,-4,11.260296,24.3845,47.88778
13,4,78.20181322057547,80.32831990332754,39,274.0,180.0,19.8,190.0,0.307,6.631,3.26213,0.9002558378903806,2.9551299999999996,12,3,967.0,0.16919729419687124,231.99999999999997,3,6.21726,12.224,20.52441,6,190.0,70.0,5.3,73.0,1.262119,15.05,6.2612075,1.960493365843406,4.9990885,87,4,,0.10001823332393495,170.0,-4,11.260296,24.3845,47.88778
14,5,69.87418307597557,71.31145594958157,21,263.0,160.0,15.0,170.0,0.188,7.042000000000001,3.374745,0.8934589851890408,3.186745,11,3,914.0,0.15689990884115296,215.0,3,6.56149,12.79977,24.756838,7,179.0,65.0,17.3,71.0,-1.4,18.13,6.5670649999999995,1.353269450990578,7.967065,93,5,342.2,0.06275836835773274,155.0,-3,14.53413,29.60125,47.4453
15,8,77.62903995822207,79.80187593928451,39,274.0,180.0,19.8,190.0,0.307,6.631,3.26213,0.9002558378903806,2.9551299999999996,12,3,967.0,0.16919729419687124,231.99999999999997,3,6.21726,12.224,20.52441,8,171.0,60.0,14.0,66.0,1.4611135,21.36,7.53958375,2.337978174823841,6.0784702500000005,99,6,485.2,0.08225753839956688,152.0,-2,13.618054,35.12111,54.93554
16,3,70.9617363358678,72.33060393418894,39,274.0,180.0,19.8,190.0,0.307,6.631,3.26213,0.9002558378903806,2.9551299999999996,12,3,967.0,0.16919729419687124,231.99999999999997,3,6.21726,12.224,20.52441,14,231.99999999999997,110.0,12.1,111.00000000000001,1.3895211,11.33,4.77060205,1.6827934805482991,3.3810809500000003,88,4,837.0,0.14788170037750795,210.0,-4,8.151683,16.345845,33.493
17,7,73.64262361702345,75.86918779012476,39,274.0,180.0,19.8,190.0,0.307,6.631,3.26213,0.9002558378903806,2.9551299999999996,12,3,967.0,0.16919729419687124,231.99999999999997,3,6.21726,12.224,20.52441,7,179.0,65.0,17.3,71.0,-1.4,18.13,6.5670649999999995,1.353269450990578,7.967065,93,5,342.2,0.06275836835773274,155.0,-3,14.53413,29.60125,47.4453
18,6,68.94952808363217,70.95521975114691,21,263.0,160.0,15.0,170.0,0.188,7.042000000000001,3.374745,0.8934589851890408,3.186745,11,3,914.0,0.15689990884115296,215.0,3,6.56149,12.79977,24.756838,8,171.0,60.0,14.0,66.0,1.4611135,21.36,7.53958375,2.337978174823841,6.0784702500000005,99,6,485.2,0.08225753839956688,152.0,-2,13.618054,35.12111,54.93554
19,4,69.10897856796879,69.81496050669217,21,263.0,160.0,15.0,170.0,0.188,7.042000000000001,3.374745,0.8934589851890408,3.186745,11,3,914.0,0.15689990884115296,215.0,3,6.56149,12.79977,24.756838,8,171.0,60.0,14.0,66.0,1.4611135,21.36,7.53958375,2.337978174823841,6.0784702500000005,99,6,485.2,0.08225753839956688,152.0,-2,13.618054,35.12111,54.93554
20,7,74.80670032286348,76.41870365460329,21,263.0,160.0,15.0,170.0,0.188,7.042000000000001,3.374745,0.8934589851890408,3.186745,11,3,914.0,0.15689990884115296,215.0,3,6.56149,12.79977,24.756838,6,190.0,70.0,5.3,73.0,1.262119,15.05,6.2612075,1.960493365843406,4.9990885,87,4,,0.10001823332393495,170.0,-4,11.260296,24.3845,47.88778
21,3,76.9498214147619,78.19016019750414,21,263.0,160.0,15.0,170.0,0.188,7.042000000000001,3.374745,0.8934589851890408,3.186745,11,3,914.0,0.15689990884115296,215.0,3,6.56149,12.79977,24.756838,7,179.0,65.0,17.3,71.0,-1.4,18.13,6.5670649999999995,1.353269450990578,7.967065,93,5,342.2,0.06275836835773274,155.0,-3,14.53413,29.60125,47.4453
22,3,73.01995871052927,73.42206687002964,21,263.0,160.0,15.0,170.0,0.188,7.042000000000001,3.374745,0.8934589851890408,3.186745,11,3,914.0,0.15689990884115296,215.0,3,6.56149,12.79977,24.756838,6,190.0,70.0,5.3,73.0,1.262119,15.05,6.2612075,1.960493365843406,4.9990885,87,4,,0.10001823332393495,170.0,-4,11.260296,24.3845,47.88778
23,8,75.640526212338,77.55056172257383,21,263.0,160.0,15.0,170.0,0.188,7.042000000000001,3.374745,0.8934589851890408,3.186745,11,3,914.0,0.15689990884115296,215.0,3,6.56149,12.79977,24.756838,8,171.0,60.0,14.0,66.0,1.4611135,21.36,7.53958375,2.337978174823841,6.0784702500000005,99,6,485.2,0.08225753839956688,152.0,-2,13.618054,35.12111,54.93554
24,4,76.58285109956913,77.12947431623078,57,284.0,195.0,22.5,206.99999999999997,0.47,,3.02345,0.894990101871977,2.55345,13,3,1013.0,0.1958135072157277,243.00000000000003,3,5.5769,11.18492,19.1773,1,154.0,25.0,14.1,31.0,0.754195,13.61,7.176314502567999,2.00476999140139,6.422119502568,105,1,,0.07785591653971341,110.00000000000001,-1,13.598434005136,0.0,0.0
25,4,71.34023884297807,73.41404668585795,21,263.0,160.0,15.0,170.0,0.188,7.042000000000001,3.374745,0.8934589851890408,3.186745,11,3,914.0,0.15689990884115296,215.0,3,6.56149,12.79977,24.756838,6,190.0,70.0,5.3,73.0,1.262119,15.05,6.2612075,1.960493365843406,4.9990885,87,4,,0.10001823332393495,170.0,-4,11.260296,24.3845,47.88778
26,9,77.91763941458468,80.13130348200424,39,274.0,180.0,19.8,190.0,0.307,6.631,3.26213,0.9002558378903806,2.9551299999999996,12,3,967.0,0.16919729419687124,231.99999999999997,3,6.21726,12.224,20.52441,6,190.0,70.0,5.3,73.0,1.262119,15.05,6.2612075,1.960493365843406,4.9990885,87,4,,0.10001823332393495,170.0,-4,11.260296,24.3845,47.88778
27,4,72.69978966589262,74.69558588355564,21,263.0,160.0,15.0,170.0,0.188,7.042000000000001,3.374745,0.8934589851890408,3.186745,11,3,914.0,0.15689990884115296,215.0,3,6.56149,12.79977,24.756838,7,179.0,65.0,17.3,71.0,-1.4,18.13,6.5670649999999995,1.353269450990578,7.967065,93,5,342.2,0.06275836835773274,155.0,-3,14.53413,29.60125,47.4453
28,4,74.15679374047704,76.13772563551774,53,238.0,140.0,25.7,139.0,3.0590368,13.95,6.7551483999999995,3.0864889135126865,3.6961116,109,7,608.2,0.1352773006096461,198.0,-1,10.45126,19.13126,29.57,6,190.0,70.0,5.3,73.0,1.262119,15.05,6.2612075,1.960493365843406,4.9990885,87,4,,0.10001823332393495,170.0,-4,11.260296,24.3845,47.88778
29,9,71.15970460484871,73.17292141245015,21,263.0,160.0,15.0,170.0,0.188,7.042000000000001,3.374745,0.8934589851890408,3.186745,11,3,914.0,0.15689990884115296,215.0,3,6.56149,12.79977,24.756838,6,190.0,70.0,5.3,73.0,1.262119,15.05,6.2612075,1.960493365843406,4.9990885,87,4,,0.10001823332393495,170.0,-4,11.260296,24.3845,47.88778
30,4,77.22694016109367,78.9281378640644,21,263.0,160.0,15.0,170.0,0.188,7.042000000000001,3.374745,0.8934589851890408,3.186745,11,3,914.0,0.15689990884115296,215.0,3,6.56149,12.79977,24.756838,6,190.0,70.0,5.3,73.0,1.262119,15.05,6.2612075,1.960493365843406,4.9990885,87,4,,0.10001823332393495,170.0,-4,11.260296,24.3845,47.88778
31,7,75.8337030706938,78.22940256978453,39,274.0,180.0,19.8,190.0,0.307,6.631,3.26213,0.9002558378903806,2.9551299999999996,12,3,967.0,0.16919729419687124,231.99999999999997,3,6.21726,12.224,20.52441,8,171.0,60.0,14.0,66.0,1.4611135,21.36,7.53958375,2.337978174823841,6.0784702500000005,99,6,485.2,0.08225753839956688,152.0,-2,13.618054,35.12111,54.93554
32,5,79.32052470190162,80.62105895413742,21,263.0,160.0,15.0,170.0,0.188,7.042000000000001,3.374745,0.8934589851890408,3.186745,11,3,914.0,0.15689990884115296,215.0,3,6.56149,12.79977,24.756838,6,190.0,70.0,5.3,73.0,1.262119,15.05,6.2612075,1.960493365843406,4.9990885,87,4,,0.10001823332393495,170.0,-4,11.260296,24.3845,47.88778
33,12,85.31588258224174,88.01164175182338,39,274.0,180.0,19.8,190.0,0.307,6.631,3.26213,0.9002558378903806,2.9551299999999996,12,3,967.0,0.16919729419687124,231.99999999999997,3,6.21726,12.224,20.52441,6,190.0,70.0,5.3,73.0,1.262119,15.05,6.2612075,1.960493365843406,4.9990885,87,4,,0.10001823332393495,170.0,-4,11.260296,24.3845,47.88778
34,7,66.87661499369877,68.18992523452827,39,274.0,180.0,19.8,190.0,0.307,6.631,3.26213,0.9002558378903806,2.9551299999999996,12,3,967.0,0.16919729419687124,231.99999999999997,3,6.21726,12.224,20.52441,7,179.0,65.0,17.3,71.0,-1.4,18.13,6.5670649999999995,1.353269450990578,7.967065,93,5,342.2,0.06275836835773274,155.0,-3,14.53413,29.60125,47.4453
35,9,74.03472777067161,76.50402125573082,39,274.0,180.0,19.8,190.0,0.307,6.631,3.26213,0.9002558378903806,2.9551299999999996,12,3,967.0,0.16919729419687124,231.99999999999997,3,6.21726,12.224,20.52441,6,190.0,70.0,5.3,73.0,1.262119,15.05,6.2612075,1.960493365843406,4.9990885,87,4,,0.10001823332393495,170.0,-4,11.260296,24.3845,47.88778
36,9,78.72812419189012,80.83501098972894,57,284.0,195.0,22.5,206.99999999999997,0.47,,3.02345,0.894990101871977,2.55345,13,3,1013.0,0.1958135072157277,243.00000000000003,3,5.5769,11.18492,19.1773,8,171.0,60.0,14.0,66.0,1.4611135,21.36,7.53958375,2.337978174823841,6.0784702500000005,99,6,485.2,0.08225753839956688,152.0,-2,13.618054,35.12111,54.93554
37,8,82.3829180453171,84.48491279322783,39,274.0,180.0,19.8,190.0,0.307,6.631,3.26213,0.9002558378903806,2.9551299999999996,12,3,967.0,0.16919729419687124,231.99999999999997,3,6.21726,12.224,20.52441,6,190.0,70.0,5.3,73.0,1.262119,15.05,6.2612075,1.960493365843406,4.9990885,87,4,,0.10001823332393495,170.0,-4,11.260296,24.3845,47.88778
38,3,72.32442439064282,73.82733627810656,39,274.0,180.0,19.8,190.0,0.307,6.631,3.26213,0.9002558378903806,2.9551299999999996,12,3,967.0,0.16919729419687124,231.99999999999997,3,6.21726,12.224,20.52441,39,274.0,180.0,19.8,190.0,0.307,6.631,3.26213,0.9002558378903806,2.9551299999999996,12,3,967.0,0.16919729419687124,231.99999999999997,3,6.21726,12.224,20.52441
39,6,74.53172159585752,76.2824412301914,21,263.0,160.0,15.0,170.0,0.188,7.042000000000001,3.374745,0.8934589851890408,3.186745,11,3,914.0,0.15689990884115296,215.0,3,6.56149,12.79977,24.756838,8,171.0,60.0,14.0,66.0,1.4611135,21.36,7.53958375,2.337978174823841,6.0784702500000005,99,6,485.2,0.08225753839956688,152.0,-2,13.618054,35.12111,54.93554
40,4,77.11462086652473,78.64648601024193,21,263.0,160.0,15.0,170.0,0.188,7.042000000000001,3.374745,0.8934589851890408,3.186745,11,3,914.0,0.15689990884115296,215.0,3,6.56149,12.79977,24.756838,8,171.0,60.0,14.0,66.0,1.4611135,21.36,7.53958375,2.337978174823841,6.0784702500000005,99,6,485.2,0.08225753839956688,152.0,-2,13.618054,35.12111,54.93554
41,9,67.86284319480654,70.67039022689336,39,274.0,180.0,19.8,190.0,0.307,6.631,3.26213,0.9002558378903806,2.9551299999999996,12,3,967.0,0.16919729419687124,231.99999999999997,3,6.21726,12.224,20.52441,17,206.0,100.0,18.7,102.0,3.612725,16.97,8.2901775,3.673315922583194,4.677452499999999,107,7,513.6,0.1068957942384236,175.0,-1,12.96763,23.81364,39.8
42,3,66.83717945991602,68.51443865957206,39,274.0,180.0,19.8,190.0,0.307,6.631,3.26213,0.9002558378903806,2.9551299999999996,12,3,967.0,0.16919729419687124,231.99999999999997,3,6.21726,12.224,20.52441,6,190.0,70.0,5.3,73.0,1.262119,15.05,6.2612075,1.960493365843406,4.9990885,87,4,,0.10001823332393495,170.0,-4,11.260296,24.3845,47.88778
43,5,74.9608356858969,76.78237812522198,39,274.0,180.0,19.8,190.0,0.307,6.631,3.26213,0.9002558378903806,2.9551299999999996,12,3,967.0,0.16919729419687124,231.99999999999997,3,6.21726,12.224,20.52441,8,171.0,60.0,14.0,66.0,1.4611135,21.36,7.53958375,2.337978174823841,6.0784702500000005,99,6,485.2,0.08225753839956688,152.0,-2,13.618054,35.12111,54.93554
44,3,75.92720081919555,77.10024322868328,57,284.0,195.0,22.5,206.99999999999997,0.47,,3.02345,0.894990101871977,2.55345,13,3,1013.0,0.1958135072157277,243.00000000000003,3,5.5769,11.18492,19.1773,6,190.0,70.0,5.3,73.0,1.262119,15.05,6.2612075,1.960493365843406,4.9990885,87,4,,0.10001823332393495,170.0,-4,11.260296,24.3845,47.88778
45,4,66.50211536843744,68.11741425090406,21,263.0,160.0,15.0,170.0,0.188,7.042000000000001,3.374745,0.8934589851890408,3.186745,11,3,914.0,0.15689990884115296,215.0,3,6.56149,12.79977,24.756838,7,179.0,65.0,17.3,71.0,-1.4,18.13,6.5670649999999995,1.353269450990578,7.967065,93,5,342.2,0.06275836835773274,155.0,-3,14.53413,29.60125,47.4453
46,4,77.57205077781879,78.36095152549487,39,274.0,180.0,19.8,190.0,0.307,6.631,3.26213,0.9002558378903806,2.9551299999999996,12,3,967.0,0.16919729419687124,231.99999999999997,3,6.21726,12.224,20.52441,1,154.0,25.0,14.1,31.0,0.754195,13.61,7.176314502567999,2.00476999140139,6.422119502568,105,1,,0.07785591653971341,110.00000000000001,-1,13.598434005136,0.0,0.0
47,4,75.1294917138547,76.38843468529808,21,263.0,160.0,15.0,170.0,0.188,7.042000000000001,3.374745,0.8934589851890408,3.186745,11,3,914.0,0.15689990884115296,215.0,3,6.56149,12.79977,24.756838,6,190.0,70.0,5.3,73.0,1.262119,15.05,6.2612075,1.960493365843406,4.9990885,87,4,,0.10001823332393495,170.0,-4,11.260296,24.3845,47.88778
48,10,75.72081233517038,77.56822605092891,39,274.0,180.0,19.8,190.0,0.307,6.631,3.26213,0.9002558378903806,2.9551299999999996,12,3,967.0,0.16919729419687124,231.99999999999997,3,6.21726,12.224,20.52441,8,171.0,60.0,14.0,66.0,1.4611135,21.36,7.53958375,2.337978174823841,6.0784702500000005,99,6,485.2,0.08225753839956688,152.0,-2,13.618054,35.12111,54.93554
49,3,72.3592360445595,74.20558883993442,21,263.0,160.0,15.0,170.0,0.188,7.042000000000001,3.374745,0.8934589851890408,3.186745,11,3,914.0,0.15689990884115296,215.0,3,6.56149,12.79977,24.756838,7,179.0,65.0,17.3,71.0,-1.4,18.13,6.5670649999999995,1.353269450990578,7.967065,93,5,342.2,0.06275836835773274,155.0,-3,14.53413,29.60125,47.4453
50,3,68.42276381031208,70.17210561538741,39,274.0,180.0,19.8,190.0,0.307,6.631,3.26213,0.9002558378903806,2.9551299999999996,12,3,967.0,0.16919729419687124,231.99999999999997,3,6.21726,12.224,20.52441,39,274.0,180.0,19.8,190.0,0.307,6.631,3.26213,0.9002558378903806,2.9551299999999996,12,3,967.0,0.16919729419687124,231.99999999999997,3,6.21726,12.224,20.52441
51,10,69.4030408414827,71.5851461587769,21,263.0,160.0,15.0,170.0,0.188,7.042000000000001,3.374745,0.8934589851890408,3.186745,11,3,914.0,0.15689990884115296,215.0,3,6.56149,12.79977,24.756838,6,190.0,70.0,5.3,73.0,1.262119,15.05,6.2612075,1.960493365843406,4.9990885,87,4,,0.10001823332393495,170.0,-4,11.260296,24.3845,47.88778
52,5,79.39459039796881,81.24374278075713,39,274.0,180.0,19.8,190.0,0.307,6.631,3.26213,0.9002558378903806,2.9551299999999996,12,3,967.0,0.16919729419687124,231.99999999999997,3,6.21726,12.224,20.52441,6,190.0,70.0,5.3,73.0,1.262119,15.05,6.2612075,1.960493365843406,4.9990885,87,4,,0.10001823332393495,170.0,-4,11.260296,24.3845,47.88778
53,6,88.30357838677239,90.80553116733354,39,274.0,180.0,19.8,190.0,0.307,6.631,3.26213,0.9002558378903806,2.9551299999999996,12,3,967.0,0.16919729419687124,231.99999999999997,3,6.21726,12.224,20.52441,6,190.0,70.0,5.3,73.0,1.262119,15.05,6.2612075,1.960493365843406,4.9990885,87,4,,0.10001823332393495,170.0,-4,11.260296,24.3845,47.88778
54,1,80.140786867877,80.140786867877,39,274.0,180.0,19.8,190.0,0.307,6.631,3.26213,0.9002558378903806,2.9551299999999996,12,3,967.0,0.16919729419687124,231.99999999999997,3,6.21726,12.224,20.52441,6,190.0,70.0,5.3,73.0,1.262119,15.05,6.2612075,1.960493365843406,4.9990885,87,4,,0.10001823332393495,170.0,-4,11.260296,24.3845,47.88778
55,11,80.66356522334071,82.6513652170711,21,263.0,160.0,15.0,170.0,0.188,7.042000000000001,3.374745,0.8934589851890408,3.186745,11,3,914.0,0.15689990884115296,215.0,3,6.56149,12.79977,24.756838,7,179.0,65.0,17.3,71.0,-1.4,18.13,6.5670649999999995,1.353269450990578,7.967065,93,5,342.2,0.06275836835773274,155.0,-3,14.53413,29.60125,47.4453
56,3,72.20636268763866,73.05029159639064,57,284.0,195.0,22.5,206.99999999999997,0.47,,3.02345,0.894990101871977,2.55345,13,3,1013.0,0.1958135072157277,243.00000000000003,3,5.5769,11.18492,19.1773,15,223.0,100.0,17.0,107.0,0.746607,13.33,5.6166465,1.6194282359497416,4.870039500000001,94,5,626.8,0.10266857178468469,180.0,-3,10.486686,19.76949,30.20264
57,6,80.7407188905566,82.28807356252564,21,263.0,160.0,15.0,170.0,0.188,7.042000000000001,3.374745,0.8934589851890408,3.186745,11,3,914.0,0.15689990884115296,215.0,3,6.56149,12.79977,24.756838,6,190.0,70.0,5.3,73.0,1.262119,15.05,6.2612075,1.960493365843406,4.9990885,87,4,,0.10001823332393495,170.0,-4,11.260296,24.3845,47.88778
58,6,75.31431204734578,77.21905223035402,39,274.0,180.0,19.8,190.0,0.307,6.631,3.26213,0.9002558378903806,2.9551299999999996,12,3,967.0,0.16919729419687124,231.99999999999997,3,6.21726,12.224,20.52441,8,171.0,60.0,14.0,66.0,1.4611135,21.36,7.53958375,2.337978174823841,6.0784702500000005,99,6,485.2,0.08225753839956688,152.0,-2,13.618054,35.12111,54.93554
59,4,81.39318172345916,82.91441422935429,21,263.0,160.0,15.0,170.0,0.188,7.042000000000001,3.374745,0.8934589851890408,3.186745,11,3,914.0,0.15689990884115296,215.0,3,6.56149,12.79977,24.756838,8,171.0,60.0,14.0,66.0,1.4611135,21.36,7.53958375,2.337978174823841,6.0784702500000005,99,6,485.2,0.08225753839956688,152.0,-2,13.618054,35.12111,54.93554
60,6,72.44034276547397,74.22793847620555,57,284.0,195.0,22.5,206.99999999999997,0.47,,3.02345,0.894990101871977,2.55345,13,3,1013.0,0.1958135072157277,243.00000000000003,3,5.5769,11.18492,19.1773,8,171.0,60.0,14.0,66.0,1.4611135,21.36,7.53958375,2.337978174823841,6.0784702500000005,99,6,485.2,0.08225753839956688,152.0,-2,13.618054,35.12111,54.93554
61,4,66.66286425609493,68.13030061698343,21,263.0,160.0,15.0,170.0,0.188,7.042000000000001,3.374745,0.8934589851890408,3.186745,11,3,914.0,0.15689990884115296,215.0,3,6.56149,12.79977,24.756838,8,171.0,60.0,14.0,66.0,1.4611135,21.36,7.53958375,2.337978174823841,6.0784702500000005,99,6,485.2,0.08225753839956688,152.0,-2,13.618054,35.12111,54.93554
62,4,78.43950193476753,80.23483324009803,53,238.0,140.0,25.7,139.0,3.0590368,13.95,6.7551483999999995,3.0864889135126865,3.6961116,109,7,608.2,0.1352773006096461,198.0,-1,10.45126,19.13126,29.57,6,190.0,70.0,5.3,73.0,1.262119,15.05,6.2612075,1.960493365843406,4.9990885,87,4,,0.10001823332393495,170.0,-4,11.260296,24.3845,47.88778
63,8,70.00663601414402,72.51518062698347,39,274.0,180.0,19.8,190.0,0.307,6.631,3.26213,0.9002558378903806,2.9551299999999996,12,3,967.0,0.16919729419687124,231.99999999999997,3,6.21726,12.224,20.52441,7,179.0,65.0,17.3,71.0,-1.4,18.13,6.5670649999999995,1.353269450990578,7.967065,93,5,342.2,0.06275836835773274,155.0,-3,14.53413,29.60125,47.4453
64,7,76.46935839623154,78.36583575307398,39,274.0,180.0,19.8,190.0,0.307,6.631,3.26213,0.9002558378903806,2.9551299999999996,12,3,967.0,0.16919729419687124,231.99999999999997,3,6.21726,12.224,20.52441,17,206.0,100.0,18.7,102.0,3.612725,16.97,8.2901775,3.673315922583194,4.677452499999999,107,7,513.6,0.1068957942384236,175.0,-1,12.96763,23.81364,39.8
65,5,71.92655602807604,73.84747734464588,57,284.0,195.0,22.5,206.99999999999997,0.47,,3.02345,0.894990101871977,2.55345,13,3,1013.0,0.1958135072157277,243.00000000000003,3,5.5769,11.18492,19.1773,7,179.0,65.0,17.3,71.0,-1.4,18.13,6.5670649999999995,1.353269450990578,7.967065,93,5,342.2,0.06275836835773274,155.0,-3,14.53413,29.60125,47.4453
